Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom_Middle,Bottom,Photo,Mid_Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Practice_Responding.keys,Practice_Responding.corr,Practice_Responding.rt,Warning_Sign.thisRepN,Warning_Sign.thisTrialN,Warning_Sign.thisN,Warning_Sign.thisIndex,Warning_Sign.ran,Repeat_Loop.thisRepN,Repeat_Loop.thisTrialN,Repeat_Loop.thisN,Repeat_Loop.thisIndex,Repeat_Loop.ran,Practice_Loop.thisRepN,Practice_Loop.thisTrialN,Practice_Loop.thisN,Practice_Loop.thisIndex,Practice_Loop.ran,Prac_Scene,Scale,Prac_Ans,PracticeText,Encoding_Resp.keys,Encoding_Resp.rt,Item_Mem_Response,Item_Conf_Response,Src_LoopRun,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Rec_Scene,RecAns,Src_Scene,SrcAns,Src_Resp.keys,Src_Resp.rt,Source_Mem_Response,Source_Conf_Response,Src_Blocks.thisRepN,Src_Blocks.thisTrialN,Src_Blocks.thisN,Src_Blocks.thisIndex,Src_Blocks.ran,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,Src_blockFile
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,4.498,1,3,1,,,,,,,,,,l,2.3156,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,N1-7495_Rec.png,1,N1-7495Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.309,1,3,1,,,,,,,,,,l,2.991,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-6212_Rec.png,1,E1-6212Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.7345,1,3,1,,,,,,,,,,l,2.1903,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,N1-8460_Rec.png,1,N1-8460_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,3.8008,0,1,0,0,7,7,7,1,E2-7380_Rec.png,0,E2-7380_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.1152,0,1,0,0,8,8,8,1,N1-9210_Rec.png,1,N1-9210Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.6658,1,3,1,,,,,,,,,,a,4.07,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,N1-1121_Rec.png,1,N1-1121_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,3.8618,0,1,0,0,10,10,10,1,E2-9920_Rec.png,0,E2-9920Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,7.5539,1,3,1,,,,,,,,,,l,2.0018,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,E1-6571_Rec.png,1,E1-6571_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.4685,0,1,0,0,12,12,12,1,E2-6540_Rec.png,0,E2-6540Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,4.4148,1,3,1,,,,,,,,,,l,1.8661,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,N2-5875_Rec.png,0,N2-5875Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.3422,0,1,0,0,14,14,14,1,E2-9500_Rec.png,0,E2-9500_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.1654,0,1,0,0,15,15,15,1,N2-1910_Rec.png,0,N2-1910_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,3.4645,1,3,1,,,,,,,,,,l,1.0161,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,N1-1670_Rec.png,1,N1-1670Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.7812,1,3,1,,,,,,,,,,a,2.5893,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,E1-3220_Rec.png,1,E1-3220Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.95,1,3,1,,,,,,,,,,a,5.803,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,E1-9561_Rec.png,1,E1-9561_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,6.7472,0,1,0,0,19,19,19,1,N2-9913_Rec.png,0,N2-9913_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,BlockOne.csv,Src_BlockOne.csv
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,10.683,0,3,0,0,0,0,0,1,N2-7600_Rec.png,0,N2-7600Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.3352,0,3,0,0,1,1,1,1,N1-2383_Rec.png,1,N1-2383_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.7563,0,3,0,0,2,2,2,1,E2-1932_Rec.png,0,E2-1932Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.0323,1,3,1,,,,,,,,,,l,3.1233,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,N1-5731_Rec.png,1,N1-5731Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,4.4527,0,3,0,0,4,4,4,1,E2-3261_Rec.png,0,E2-3261_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.8997,1,3,1,,,,,,,,,,l,3.586,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-3015_Rec.png,1,E1-3015Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.5094,1,3,1,,,,,,,,,,a,3.6763,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,E1-9252_Rec.png,1,E1-9252_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,3.7886,0,3,0,0,7,7,7,1,N2-4603_Rec.png,0,N2-4603_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8454,0,3,0,0,8,8,8,1,E1-9911_Rec.png,1,E1-9911Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.7142,0,3,0,0,9,9,9,1,E2-9265_Rec.png,0,E2-9265_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.7601,0,3,0,0,10,10,10,1,N1-2575_Rec.png,1,N1-2575Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.8925,1,3,1,,,,,,,,,,a,1.8989,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,N2-1600_Rec.png,0,N2-1600_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.1721,0,3,0,0,12,12,12,1,E2-6415_Rec.png,0,E2-6415Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9011,0,3,0,0,13,13,13,1,N2-8465_Rec.png,0,N2-8465Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.9019,1,3,1,,,,,,,,,,l,1.7064,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,N1-2500_Rec.png,1,N1-2500_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.6348,0,3,0,0,15,15,15,1,E1-3280_Rec.png,1,E1-3280_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,0.9054,1,3,1,,,,,,,,,,l,0.8012,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,N1-1812_Rec.png,1,N1-1812Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8865,0,3,0,0,17,17,17,1,E2-3350_Rec.png,0,E2-3350Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.1335,0,3,0,0,18,18,18,1,N2-2840_Rec.png,0,N2-2840_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9062,0,3,0,0,19,19,19,1,E1-9254_Rec.png,1,E1-9254_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,BlockTwo.csv,Src_BlockTwo.csv
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.8598,1,3,1,,,,,,,,,,l,1.7734,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,E1-1310_Rec.png,1,E1-1310Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0184,1,3,1,,,,,,,,,,l,1.1705,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,E1-2800_Rec.png,1,E1-2800_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,0.9706,1,3,1,,,,,,,,,,a,2.0502,0,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,E1-2352_2_Rec.png,1,E1-2352_2Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,7.0632,0,3,0,0,3,3,3,1,N2-8160_Rec.png,0,N2-8160Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.6177,1,3,1,,,,,,,,,,l,0.6988,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,N1-2190_Rec.png,1,N1-2190_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.1069,1,3,1,,,,,,,,,,l,0.5897,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-3550_Rec.png,1,E1-3550_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.5022,0,3,0,0,6,6,6,1,N2-5395_Rec.png,0,N2-5395Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8743,0,3,0,0,7,7,7,1,N1-7503_Rec.png,1,N1-7503_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.6987,0,3,0,0,8,8,8,1,N1-2597_Rec.png,1,N1-2597Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.7298,0,3,0,0,9,9,9,1,E2-9140_Rec.png,0,E2-9140Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.0876,1,3,1,,,,,,,,,,l,0.9497,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,E1-3160_Rec.png,1,E1-3160_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.5536,1,3,1,,,,,,,,,,l,0.5612,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,N1-5471_Rec.png,1,N1-5471_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.6887,1,3,1,,,,,,,,,,l,0.7233,1,3,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,N1-4605_Rec.png,1,N1-4605Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9555,0,3,0,0,13,13,13,1,N2-2221_Rec.png,0,N2-2221_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.9481,0,3,0,0,14,14,14,1,E2-3400_Rec.png,0,E2-3400Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.7652,0,3,0,0,15,15,15,1,N2-7546_Rec.png,0,N2-7546Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,1.6684,0,3,0,0,16,16,16,1,E2-3500_Rec.png,0,E2-3500_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.7104,0,3,0,0,17,17,17,1,N2-2518_Rec.png,0,N2-2518_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.6527,0,3,0,0,18,18,18,1,E2-9622_Rec.png,0,E2-9622Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.6664,0,3,0,0,19,19,19,1,E2-9040_Rec.png,0,E2-9040_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,BlockThree.csv,Src_BlockThree.csv
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8144,0,3,0,0,0,0,0,1,E2-9230_Rec.png,0,E2-9230Real.png,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8926,0,3,0,0,1,1,1,1,E2-3170_Rec.png,0,E2-3170_SrcRec.png,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,233,1,2023-10-27_10h20.39.523,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,0.8485,0,3,0,0,2,2,2,1,N1-2870_Rec.png,1,N1-2870Real.png,1,,,,,,,,,,,,,,,,
